Day,Clicks,Impressions,CTR,Currency Code,Avg CPC,Cost,Impressions Abs Top %,Impressions Top %,Conversions,View-throu gh conv,Cost _ conv,Conv rate
2024-01-04,44.0,6757.0,0.65%,CAD,0.55,24.34,66.67%,100.00%,5.0,9.0,4.87,11.36%
2024-01-03,21.0,3820.0,0.55%,CAD,0.6,12.7,0.00%,75.00%,0.0,0.0,0.0,0.00%
2024-01-02,24.0,2794.0,0.86%,CAD,1.12,26.8,42.86%,71.43%,3.0,0.0,8.93,12.50%
2024-01-01,19.0,4175.0,0.46%,CAD,0.67,12.76,12.50%,62.50%,0.0,0.0,0.0,0.00%
2023-12-30,15.0,2511.0,0.60%,CAD,0.76,11.35,0.00%,60.00%,1.0,0.0,11.35,6.67%
2023-12-29,14.0,2111.0,0.66%,CAD,1.05,14.65,20.00%,86.67%,2.0,0.0,7.33,14.29%
2023-12-28,14.0,1595.0,0.88%,CAD,1.7,23.83,100.00%,100.00%,2.0,4.0,11.92,14.29%
2023-12-27,15.0,2306.0,0.65%,CAD,1.37,20.57,14.29%,57.14%,1.0,0.0,20.57,6.67%
2023-12-26,23.0,3405.0,0.68%,CAD,1.46,33.69,25.00%,100.00%,1.0,0.0,33.69,4.35%
2023-12-25,21.0,4153.0,0.51%,CAD,1.65,34.58,42.86%,85.71%,3.0,0.0,11.53,14.29%
2023-12-23,0.0,471.0,0.00%,CAD,0.0,0.0,0.00%,33.33%,0.0,0.0,0.0,0
2023-12-22,28.0,3314.0,0.84%,CAD,0.81,22.68,0.00%,100.00%,0.0,44.0,0.0,0.00%
2023-12-21,17.0,1471.0,1.16%,CAD,1.16,19.69,0.00%,50.00%,3.0,0.0,6.56,17.65%
2023-12-20,16.0,1557.0,1.03%,CAD,1.14,18.29,33.33%,100.00%,1.0,0.0,18.29,6.25%
2023-12-19,20.0,2762.0,0.72%,CAD,1.48,29.51,45.45%,90.91%,2.0,0.0,14.76,10.00%
2023-12-18,14.0,2437.0,0.57%,CAD,1.0,14.06,35.71%,78.57%,1.0,0.0,14.06,7.14%
2023-12-16,36.0,4028.0,0.89%,CAD,0.86,30.94,0.00%,100.00%,1.0,0.0,30.94,2.78%
2023-12-15,16.0,3396.0,0.47%,CAD,1.12,17.85,0.00%,40.00%,0.0,0.0,0.0,0.00%
2023-12-14,12.0,1277.0,0.94%,CAD,1.88,22.59,57.14%,71.43%,3.0,0.0,7.53,25.00%
2023-12-13,15.0,2192.0,0.68%,CAD,1.47,22.1,33.33%,88.89%,0.0,0.0,0.0,0.00%
2023-12-12,6.0,1175.0,0.51%,CAD,2.07,12.4,54.55%,100.00%,0.0,0.0,0.0,0.00%
2023-12-11,13.0,1530.0,0.85%,CAD,2.82,36.69,40.00%,75.00%,1.0,0.0,36.69,7.69%
2023-12-09,0.0,106.0,0.00%,CAD,0.0,0.0,0,0,0.0,0.0,0.0,0
2023-12-08,17.0,1693.0,1.00%,CAD,1.14,19.42,42.86%,100.00%,5.0,0.0,3.88,29.41%
2023-12-07,10.0,1469.0,0.68%,CAD,1.27,12.69,30.00%,80.00%,1.0,0.0,12.69,10.00%
2023-12-06,25.0,3162.0,0.79%,CAD,0.93,23.29,48.00%,80.00%,2.0,0.0,11.65,8.00%
2023-12-05,11.0,854.0,1.29%,CAD,2.09,23.04,80.00%,100.00%,2.0,0.0,11.52,18.18%
2023-12-04,6.0,1227.0,0.49%,CAD,4.94,29.64,50.00%,50.00%,2.0,0.0,14.82,33.33%
2023-12-02,19.0,1545.0,1.23%,CAD,1.37,26.1,0,0,1.0,0.0,26.1,5.26%
2023-12-01,9.0,2288.0,0.39%,CAD,2.06,18.54,7.69%,84.62%,0.0,0.0,0.0,0.00%
2023-11-30,23.0,2385.0,0.96%,CAD,1.65,37.96,28.00%,68.00%,5.0,0.0,7.59,21.74%
2023-11-29,0.0,490.0,0.00%,CAD,0.0,0.0,47.62%,71.43%,0.0,0.0,0.0,0
2023-11-28,8.0,1026.0,0.78%,CAD,2.8,22.42,20.00%,73.33%,2.0,0.0,11.21,25.00%
2023-11-27,19.0,2592.0,0.73%,CAD,1.68,31.88,28.57%,78.57%,5.0,0.0,6.38,26.32%
2023-11-25,0.0,198.0,0.00%,CAD,0.0,0.0,0.00%,66.67%,0.0,0.0,0.0,0
2023-11-24,13.0,1787.0,0.73%,CAD,1.3,16.92,37.50%,87.50%,1.0,0.0,16.92,7.69%
2023-11-23,11.0,1194.0,0.92%,CAD,1.68,18.53,30.43%,82.61%,3.0,0.0,6.18,27.27%
2023-11-22,17.0,1951.0,0.87%,CAD,1.57,26.62,22.22%,83.33%,1.0,0.0,26.62,5.88%
2023-11-21,13.0,1231.0,1.06%,CAD,1.65,21.51,32.35%,82.35%,2.0,0.0,10.76,15.38%
2023-11-20,29.0,2858.0,1.01%,CAD,1.34,38.81,36.84%,78.95%,2.0,0.0,19.4,6.90%
2023-11-18,0.0,111.0,0.00%,CAD,0.0,0.0,0.00%,100.00%,0.0,0.0,0.0,0
2023-11-17,26.0,3420.0,0.76%,CAD,0.77,19.93,33.33%,83.33%,1.0,0.0,19.93,3.85%
2023-11-16,32.0,2958.0,1.08%,CAD,0.68,21.63,20.00%,80.00%,3.0,0.0,7.21,9.38%
2023-11-15,14.0,1330.0,1.05%,CAD,1.14,15.92,22.22%,77.78%,1.0,0.0,15.92,7.14%
2023-11-14,20.0,2068.0,0.97%,CAD,0.99,19.87,28.57%,100.00%,3.0,0.0,6.62,15.00%
2023-11-13,14.0,1559.0,0.90%,CAD,1.14,16.0,25.00%,75.00%,1.0,0.0,16.0,7.14%
2023-11-11,30.0,3192.0,0.94%,CAD,0.95,28.46,0.00%,20.00%,2.0,0.0,14.23,6.67%
2023-11-10,22.0,2576.0,0.85%,CAD,1.04,22.83,14.29%,85.71%,2.0,0.0,11.41,9.09%
2023-11-09,1.0,251.0,0.40%,CAD,0.65,0.65,7.69%,84.62%,0.0,0.0,0.0,0.00%
2023-11-08,13.0,1348.0,0.96%,CAD,1.38,17.99,44.83%,75.86%,5.0,0.0,3.6,38.46%
2023-11-07,13.0,1383.0,0.94%,CAD,1.58,20.51,33.33%,66.67%,3.0,0.0,6.84,23.08%
2023-11-06,8.0,663.0,1.21%,CAD,2.76,22.11,27.27%,72.73%,0.0,0.0,0.0,0.00%
2023-11-04,24.0,2132.0,1.13%,CAD,1.64,39.27,16.67%,83.33%,2.0,1.0,19.63,8.33%
2023-11-03,20.0,1771.0,1.13%,CAD,1.28,25.54,24.14%,82.76%,0.0,0.0,0.0,0.00%
2023-11-02,6.0,451.0,1.33%,CAD,2.24,13.45,33.33%,80.00%,1.0,0.0,13.45,16.67%
2023-11-01,12.0,1160.0,1.03%,CAD,1.19,14.27,28.00%,80.00%,2.0,0.0,7.14,16.67%
2023-10-31,5.0,432.0,1.16%,CAD,2.78,13.9,38.10%,76.19%,1.0,0.0,13.9,20.00%
2023-10-30,9.0,764.0,1.18%,CAD,2.63,23.69,18.75%,81.25%,1.0,0.0,23.69,11.11%
2023-10-28,21.0,1529.0,1.37%,CAD,1.61,33.73,50.00%,100.00%,5.0,0.0,6.75,23.81%
2023-10-27,17.0,2112.0,0.80%,CAD,1.12,19.03,22.22%,88.89%,1.0,0.0,19.03,5.88%
2023-10-26,1.0,283.0,0.35%,CAD,2.34,2.34,0.00%,63.64%,0.0,0.0,0.0,0.00%
2023-10-25,12.0,1001.0,1.20%,CAD,1.81,21.74,45.83%,91.67%,1.0,0.0,21.74,8.33%
2023-10-24,16.0,1781.0,0.90%,CAD,1.35,21.54,0,0,0.0,0.0,0.0,0.00%
2023-10-23,15.0,1870.0,0.80%,CAD,1.11,16.61,55.56%,77.78%,1.0,0.0,16.61,6.67%
2023-10-21,30.0,1871.0,1.60%,CAD,0.7,21.01,0.00%,50.00%,13.0,0.0,1.62,43.33%
2023-10-20,28.0,3534.0,0.79%,CAD,0.6,16.76,0.00%,100.00%,0.0,0.0,0.0,0.00%
2023-10-19,32.0,4530.0,0.71%,CAD,0.72,23.1,0,0,0.0,0.0,0.0,0.00%
2023-10-18,21.0,1710.0,1.23%,CAD,0.93,19.57,50.00%,66.67%,0.0,0.0,0.0,0.00%
2023-10-17,23.0,2680.0,0.86%,CAD,0.86,19.74,25.00%,75.00%,0.0,0.0,0.0,0.00%
2023-10-16,16.0,962.0,1.66%,CAD,0.91,14.6,0.00%,66.67%,1.0,2.0,14.6,6.25%
2023-10-14,23.0,2610.0,0.88%,CAD,1.03,23.66,60.00%,100.00%,0.0,0.0,0.0,0.00%
2023-10-13,20.0,1824.0,1.10%,CAD,1.24,24.72,25.00%,62.50%,2.0,0.0,12.36,10.00%
2023-10-12,9.0,1366.0,0.66%,CAD,1.3,11.7,7.14%,85.71%,0.0,0.0,0.0,0.00%
2023-10-11,14.0,1532.0,0.91%,CAD,1.85,25.9,48.57%,88.57%,4.0,0.0,6.47,28.57%
2023-10-10,26.0,2318.0,1.12%,CAD,1.42,36.89,20.00%,50.00%,5.0,0.0,7.38,19.23%
2023-10-09,25.0,3273.0,0.76%,CAD,1.16,29.12,40.00%,100.00%,5.0,0.0,5.82,20.00%
2023-10-07,0.0,131.0,0.00%,CAD,0.0,0.0,0.00%,100.00%,0.0,0.0,0.0,0
2023-10-06,16.0,938.0,1.71%,CAD,1.3,20.86,20.00%,86.67%,1.0,0.0,20.86,6.25%
2023-10-05,14.0,1975.0,0.71%,CAD,1.14,15.91,23.08%,76.92%,2.0,3.0,7.96,14.29%
2023-10-04,8.0,1247.0,0.64%,CAD,1.6,12.78,20.00%,66.67%,3.0,0.0,4.26,37.50%
2023-10-03,13.0,1870.0,0.70%,CAD,1.65,21.45,20.00%,65.00%,1.0,0.0,21.45,7.69%
2023-10-02,15.0,3219.0,0.47%,CAD,1.64,24.64,8.33%,75.00%,3.0,0.0,8.21,20.00%
2023-09-30,0.0,188.0,0.00%,CAD,0.0,0.0,0.00%,100.00%,0.0,0.0,0.0,0
2023-09-29,21.0,2588.0,0.81%,CAD,0.8,16.71,0,0,1.0,0.0,16.71,4.76%
2023-09-28,19.0,1860.0,1.02%,CAD,1.2,22.84,0.00%,100.00%,2.0,0.0,11.42,10.53%
2023-09-27,14.0,2367.0,0.59%,CAD,1.05,14.67,28.57%,85.71%,0.0,0.0,0.0,0.00%
2023-09-26,18.0,2241.0,0.80%,CAD,0.95,17.18,31.25%,93.75%,3.0,0.0,5.73,16.67%
2023-09-25,18.0,3003.0,0.60%,CAD,1.09,19.54,16.67%,88.89%,0.0,0.0,0.0,0.00%
2023-09-23,18.0,1411.0,1.28%,CAD,1.3,23.4,16.67%,100.00%,6.0,5.0,3.9,33.33%
2023-09-22,13.0,2125.0,0.61%,CAD,1.76,22.88,0.00%,100.00%,2.0,0.0,11.44,15.38%
2023-09-21,18.0,2011.0,0.90%,CAD,1.19,21.37,9.52%,90.48%,3.0,0.0,7.12,16.67%
2023-09-20,17.0,2343.0,0.73%,CAD,1.44,24.53,20.83%,100.00%,5.0,0.0,4.91,29.41%
2023-09-19,2.0,462.0,0.43%,CAD,2.69,5.37,6.67%,93.33%,0.0,0.0,0.0,0.00%
2023-09-18,21.0,1783.0,1.18%,CAD,1.87,39.25,13.51%,78.38%,7.0,0.0,5.61,33.33%
2023-09-16,56.0,3452.0,1.62%,CAD,0.6,33.43,17.65%,82.35%,1.0,0.0,33.43,1.79%
2023-09-15,54.0,5593.0,0.97%,CAD,0.5,26.78,9.68%,87.10%,0.0,0.0,0.0,0.00%
2023-09-14,1.0,518.0,0.19%,CAD,0.22,0.22,18.75%,75.00%,0.0,0.0,0.0,0.00%
2023-09-13,1.0,197.0,0.51%,CAD,3.47,3.47,0.00%,66.67%,0.0,0.0,0.0,0.00%
